node,pos_x,pos_y,path_order,connection,connection_type,track_info,node_type,cluster
You Got To Believe,0.376722,0.5311,1,You Got To Believe - Beyond,created,Above & Beyond: Above & Beyond vs. Arty feat. Zo* Johnston - You Got To Believe,track_basic,-1
Beyond,0.409632,0.483619,2,You Got To Believe - Beyond,created,Above & Beyond: Above & Beyond vs. Arty feat. Zo* Johnston - You Got To Believe,artist,-1
You Got To Believe,0.376722,0.5311,1,You Got To Believe - Above & Beyond,created & played,Above & Beyond: Above & Beyond vs. Arty feat. Zo* Johnston - You Got To Believe,track_basic,-1
Above & Beyond,0.384851,0.492111,2,You Got To Believe - Above & Beyond,created & played,Above & Beyond: Above & Beyond vs. Arty feat. Zo* Johnston - You Got To Believe,set_artist,1
You Got To Believe,0.376722,0.5311,1,You Got To Believe - Above,created,Above & Beyond: Above & Beyond vs. Arty feat. Zo* Johnston - You Got To Believe,track_basic,-1
Above,0.398857,0.478818,2,You Got To Believe - Above,created,Above & Beyond: Above & Beyond vs. Arty feat. Zo* Johnston - You Got To Believe,artist,-1
Somnium Sound,0.624263,0.176627,1,Somnium Sound - Marauders,created,Boombox Cartel: Sudden Death & Somnium Sound - Marauders,artist,-1
Marauders,0.576338,0.216063,2,Somnium Sound - Marauders,created,Boombox Cartel: Sudden Death & Somnium Sound - Marauders,track_basic,-1
Warning ,0.53559,0.364848,1,Warning  - Gastly,played,Gastly: SLANDER & NGHTMRE - Warning (Ghastly Remix),track_basic,-1
Gastly,0.56223,0.411731,2,Warning  - Gastly,played,Gastly: SLANDER & NGHTMRE - Warning (Ghastly Remix),set_artist,1
Warning ,0.53559,0.364848,1,Warning  - NGHTMRE,created,Gastly: SLANDER & NGHTMRE - Warning (Ghastly Remix),track_basic,-1
NGHTMRE,0.477369,0.35708,2,Warning  - NGHTMRE,created,Gastly: SLANDER & NGHTMRE - Warning (Ghastly Remix),set_artist,1
Warning ,0.53559,0.364848,1,Warning  - SLANDER,created,Gastly: SLANDER & NGHTMRE - Warning (Ghastly Remix),track_basic,-1
SLANDER,0.560197,0.313507,2,Warning  - SLANDER,created,Gastly: SLANDER & NGHTMRE - Warning (Ghastly Remix),artist,-1
Sander Van Doorn,0.583853,0.232162,1,Sander Van Doorn - Who's Wearing The Cap,created,Laidback Luke: Sander Van Doorn & Laidback Luke - Who's Wearing The Cap,artist,-1
Who's Wearing The Cap,0.530467,0.183645,2,Sander Van Doorn - Who's Wearing The Cap,created,Laidback Luke: Sander Van Doorn & Laidback Luke - Who's Wearing The Cap,track_basic,-1
Sander Van Doorn,0.583853,0.232162,1,Sander Van Doorn - Gold Skies,created,Martin Garrix: Sander Van Doorn & Martin Garrix & DVBBS feat. Aleesia - Gold Skies,artist,-1
Gold Skies,0.608372,0.310278,2,Sander Van Doorn - Gold Skies,created,Martin Garrix: Sander Van Doorn & Martin Garrix & DVBBS feat. Aleesia - Gold Skies,track_basic,-1
D.R.A.M.,0.548069,0.236032,1,D.R.A.M. - Broccoli,created,Marshmello: D.R.A.M. feat. Lil Yachty - Broccoli,artist,-1
Broccoli,0.541331,0.230554,2,D.R.A.M. - Broccoli,created,Marshmello: D.R.A.M. feat. Lil Yachty - Broccoli,track_basic,-1
D.R.A.M.,0.548069,0.236032,1,D.R.A.M. - Broccoli ,created,Slushii: D.R.A.M. feat. Lil Yachty - Broccoli (heRobust Busted Remix),artist,-1
Broccoli ,0.529575,0.288179,2,D.R.A.M. - Broccoli ,created,Slushii: D.R.A.M. feat. Lil Yachty - Broccoli (heRobust Busted Remix),track_basic,-1
I.D.G.A.F.O.S. 2.0,0.415176,0.360651,1,I.D.G.A.F.O.S. 2.0 - DILLON FRANCIS,created & played,DILLON FRANCIS: Dillon Francis - I.D.G.A.F.O.S. 2.0,track_basic,-1
DILLON FRANCIS,0.455825,0.356546,2,I.D.G.A.F.O.S. 2.0 - DILLON FRANCIS,created & played,DILLON FRANCIS: Dillon Francis - I.D.G.A.F.O.S. 2.0,set_artist,3
I.D.G.A.F.O.S. 2.0,0.415176,0.360651,1,I.D.G.A.F.O.S. 2.0 - Dillon Francis,created,DILLON FRANCIS: Dillon Francis - I.D.G.A.F.O.S. 2.0,track_basic,-1
Dillon Francis,0.444554,0.348558,2,I.D.G.A.F.O.S. 2.0 - Dillon Francis,created,DILLON FRANCIS: Dillon Francis - I.D.G.A.F.O.S. 2.0,artist,-1
Busta Rhymes,0.668002,0.168351,1,Busta Rhymes - Like A Pimp,created,slander: David Banner feat. Twista & Busta Rhymes - Like A Pimp,artist,-1
Like A Pimp,0.630824,0.213472,2,Busta Rhymes - Like A Pimp,created,slander: David Banner feat. Twista & Busta Rhymes - Like A Pimp,track_basic,-1
Djemba Djemba,0.37279,0.262364,1,Djemba Djemba - I Want U,created,Alison Wonderland: Alison Wonderland feat. Djemba Djemba - I Want U,artist,-1
I Want U,0.358851,0.284425,2,Djemba Djemba - I Want U,created,Alison Wonderland: Alison Wonderland feat. Djemba Djemba - I Want U,track_basic,-1
Djemba Djemba,0.37279,0.262364,1,Djemba Djemba - I Want U ,created,Alison Wonderland: Alison Wonderland feat. Djemba Djemba - I Want U (GANZ Flip),artist,-1
I Want U ,0.358422,0.286035,2,Djemba Djemba - I Want U ,created,Alison Wonderland: Alison Wonderland feat. Djemba Djemba - I Want U (GANZ Flip),track_basic,-1
Djemba Djemba,0.37279,0.262364,1,Djemba Djemba - Valhalla,created,RL Grime: RL Grime feat. Djemba Djemba - Valhalla,artist,-1
Valhalla,0.433534,0.271405,2,Djemba Djemba - Valhalla,created,RL Grime: RL Grime feat. Djemba Djemba - Valhalla,track_basic,-1
The Chainsmokers,0.562476,0.34973,1,The Chainsmokers - Paris ,created,Shaun Frank: The Chainsmokers feat. Emily Warren - Paris (Pegboard Nerds Remix),artist,-1
Paris ,0.529992,0.313243,2,The Chainsmokers - Paris ,created,Shaun Frank: The Chainsmokers feat. Emily Warren - Paris (Pegboard Nerds Remix),track_basic,-1
The Chainsmokers,0.562476,0.34973,1,The Chainsmokers - Don't Let Me Down ,created,Zomboy: The Chainsmokers feat. Daya - Don't Let Me Down (Zomboy Remix),artist,-1
Don't Let Me Down ,0.533192,0.307755,2,The Chainsmokers - Don't Let Me Down ,created,Zomboy: The Chainsmokers feat. Daya - Don't Let Me Down (Zomboy Remix),track_basic,-1
The Chainsmokers,0.562476,0.34973,1,The Chainsmokers - Closer ,created,Slushii: The Chainsmokers feat. Halsey - Closer (Slushii Remix),artist,-1
Closer ,0.542007,0.334269,2,The Chainsmokers - Closer ,created,Slushii: The Chainsmokers feat. Halsey - Closer (Slushii Remix),track_basic,-1
The Chainsmokers,0.562476,0.34973,1,The Chainsmokers - Something Just Like This ,created,W&W: The Chainsmokers & Coldplay - Something Just Like This (Brennan Heart Remix),artist,-1
Something Just Like This ,0.609743,0.318125,2,The Chainsmokers - Something Just Like This ,created,W&W: The Chainsmokers & Coldplay - Something Just Like This (Brennan Heart Remix),track_basic,-1
The Chainsmokers,0.562476,0.34973,1,The Chainsmokers - Split ,created,Tiesto: Ti*sto & The Chainsmokers - Split (Only U),artist,-1
Split ,0.557767,0.429798,2,The Chainsmokers - Split ,created,Tiesto: Ti*sto & The Chainsmokers - Split (Only U),track_basic,-1
Nightmare,0.632293,0.355071,1,Nightmare - Barington Levy,created,Yellow Claw: Yellow Claw feat. Pusha T & Barington Levy - Nightmare,track_basic,-1
Barington Levy,0.694243,0.358138,2,Nightmare - Barington Levy,created,Yellow Claw: Yellow Claw feat. Pusha T & Barington Levy - Nightmare,artist,-1
Nightmare,0.632293,0.355071,1,Nightmare - Pusha T,created,Yellow Claw: Yellow Claw feat. Pusha T & Barington Levy - Nightmare,track_basic,-1
Pusha T,0.575128,0.363247,2,Nightmare - Pusha T,created,Yellow Claw: Yellow Claw feat. Pusha T & Barington Levy - Nightmare,artist,-1
Nightmare,0.632293,0.355071,1,Nightmare - Yellow Claw,created & played,Yellow Claw: Yellow Claw feat. Pusha T & Barington Levy - Nightmare,track_basic,-1
Yellow Claw,0.57106,0.338601,2,Nightmare - Yellow Claw,created & played,Yellow Claw: Yellow Claw feat. Pusha T & Barington Levy - Nightmare,set_artist,9
Red Hot Chili Peppers,0.485004,0.210171,1,Red Hot Chili Peppers - Otherside,created,NGHTMRE: Red Hot Chili Peppers - Otherside,artist,-1
Otherside,0.506759,0.28254,2,Red Hot Chili Peppers - Otherside,created,NGHTMRE: Red Hot Chili Peppers - Otherside,track_basic,-1
Red Hot Chili Peppers,0.485004,0.210171,1,Red Hot Chili Peppers - Californication,created,Laidback Luke: Red Hot Chili Peppers - Californication,artist,-1
Californication,0.46667,0.160725,2,Red Hot Chili Peppers - Californication,created,Laidback Luke: Red Hot Chili Peppers - Californication,track_basic,-1
Rash,0.451879,0.0337154,1,Rash - Ruff Like This,created,Laidback Luke: Waterm*t x Pep & Rash - Ruff Like This,artist,-1
Ruff Like This,0.455919,0.0887921,2,Rash - Ruff Like This,created,Laidback Luke: Waterm*t x Pep & Rash - Ruff Like This,track_basic,-1
Bodyrox,0.222598,0.406268,1,Bodyrox - Yeah Yeah ,created,Lost Frequencies: Bodyrox feat. Luciana - Yeah Yeah (Chocolate Puma Remix),artist,-1
Yeah Yeah ,0.276426,0.389926,2,Bodyrox - Yeah Yeah ,created,Lost Frequencies: Bodyrox feat. Luciana - Yeah Yeah (Chocolate Puma Remix),track_basic,-1
Hot N*gga,0.400447,0.393799,1,Hot N*gga - Bobby Shmurda,created,NGHTMRE: Bobby Shmurda - Hot N*gga,track_basic,-1
Bobby Shmurda,0.345709,0.422051,2,Hot N*gga - Bobby Shmurda,created,NGHTMRE: Bobby Shmurda - Hot N*gga,artist,-1
Hot N*gga,0.400447,0.393799,1,Hot N*gga - NGHTMRE,played,NGHTMRE: Bobby Shmurda - Hot N*gga,track_basic,-1
NGHTMRE,0.477369,0.35708,2,Hot N*gga - NGHTMRE,played,NGHTMRE: Bobby Shmurda - Hot N*gga,set_artist,1
Gramatik,0.273416,0.174719,1,Gramatik - Pretty Things,played,Gramatik: MYRNE & Gill Chang - Pretty Things,set_artist,1
Pretty Things,0.193675,0.14949,2,Gramatik - Pretty Things,played,Gramatik: MYRNE & Gill Chang - Pretty Things,track_basic,-1
Gramatik,0.273416,0.174719,1,Gramatik - Illusion Of Choice,created & played,Gramatik: Gramatik - Illusion Of Choice,set_artist,1
Illusion Of Choice,0.228003,0.145525,2,Gramatik - Illusion Of Choice,created & played,Gramatik: Gramatik - Illusion Of Choice,track_basic,-1
Gramatik,0.273416,0.174719,1,Gramatik - Pay ,played,Gramatik: Mr. Carmack - Pay (For What) (Alexander Lewis Trombone Flip),set_artist,1
Pay ,0.377138,0.219629,2,Gramatik - Pay ,played,Gramatik: Mr. Carmack - Pay (For What) (Alexander Lewis Trombone Flip),track_basic,-1
Alien Cookies,0.529598,0.272941,1,Alien Cookies - Snails,played,Snails: Dirty Audio - Alien Cookies,track_basic,-1
Snails,0.491253,0.286483,2,Alien Cookies - Snails,played,Snails: Dirty Audio - Alien Cookies,set_artist,1
Alien Cookies,0.529598,0.272941,1,Alien Cookies - Dirty Audio,created,Snails: Dirty Audio - Alien Cookies,track_basic,-1
Dirty Audio,0.553551,0.318618,2,Alien Cookies - Dirty Audio,created,Snails: Dirty Audio - Alien Cookies,artist,-1
Zomboy,0.523553,0.378194,1,Zomboy - Purple Lamborghini,played,Zomboy: Skrillex & Rick Ross - Purple Lamborghini,set_artist,1
Purple Lamborghini,0.505293,0.357201,2,Zomboy - Purple Lamborghini,played,Zomboy: Skrillex & Rick Ross - Purple Lamborghini,track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - Lights Out ,created,Excision: Zomboy - Lights Out (Ghastly Remix),set_artist,1
Lights Out ,0.535876,0.433369,2,Zomboy - Lights Out ,created,Excision: Zomboy - Lights Out (Ghastly Remix),track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - Purple Lamborghini vs. Lights Out ,created,Marshmello: Skrillex ft. Rick Ross vs. Zomboy - Purple Lamborghini vs. Lights Out (Skrillex Mashup),set_artist,1
Purple Lamborghini vs. Lights Out ,0.522531,0.318083,2,Zomboy - Purple Lamborghini vs. Lights Out ,created,Marshmello: Skrillex ft. Rick Ross vs. Zomboy - Purple Lamborghini vs. Lights Out (Skrillex Mashup),track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - Invaders,created & played,Zomboy: Zomboy - Invaders,set_artist,1
Invaders,0.525169,0.432613,2,Zomboy - Invaders,created & played,Zomboy: Zomboy - Invaders,track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - Like A Bitch,created & played,Zomboy: Zomboy - Like A Bitch,set_artist,1
Like A Bitch,0.548155,0.374492,2,Zomboy - Like A Bitch,created & played,Zomboy: Zomboy - Like A Bitch,track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - Follow ,played,Zomboy: Bro Safari - Follow (Zomboy Remix),set_artist,1
Follow ,0.463911,0.34441,2,Zomboy - Follow ,played,Zomboy: Bro Safari - Follow (Zomboy Remix),track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - Dead Presidents,created,Excision: 12th Planet & Zomboy feat. Jay Fresh - Dead Presidents,set_artist,1
Dead Presidents,0.597471,0.42714,2,Zomboy - Dead Presidents,created,Excision: 12th Planet & Zomboy feat. Jay Fresh - Dead Presidents,track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - Say Less ,played,Zomboy: Dillon Francis feat. G-Eazy - Say Less (Eptic Remix),set_artist,1
Say Less ,0.478794,0.342801,2,Zomboy - Say Less ,played,Zomboy: Dillon Francis feat. G-Eazy - Say Less (Eptic Remix),track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - Bad Boy Riddin,played,Zomboy: JuJu - Bad Boy Riddin,set_artist,1
Bad Boy Riddin,0.56116,0.449511,2,Zomboy - Bad Boy Riddin,played,Zomboy: JuJu - Bad Boy Riddin,track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - Black Beatles ,played,Zomboy: Rae Sremmurd feat. Gucci Mane - Black Beatles (MAKJ Remix),set_artist,1
Black Beatles ,0.566009,0.326004,2,Zomboy - Black Beatles ,played,Zomboy: Rae Sremmurd feat. Gucci Mane - Black Beatles (MAKJ Remix),track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - Work vs. Lunatic vs. The End vs. Kernkraft 400 vs. M.F.U. ,created,Slushii: A$AP Ferg vs. MERCER & DJ Snake vs. Eptic & Breaux vs. Zombie Nation & W&W vs. Flosstradamus & Valentino Khan vs. Zomboy - Work vs. Lunatic vs. The End vs. Kernkraft 400 vs. M.F.U. (Middle Fingers Up) vs. Like A Bitch (Slushii Edit),set_artist,1
Work vs. Lunatic vs. The End vs. Kernkraft 400 vs. M.F.U. ,0.514779,0.367765,2,Zomboy - Work vs. Lunatic vs. The End vs. Kernkraft 400 vs. M.F.U. ,created,Slushii: A$AP Ferg vs. MERCER & DJ Snake vs. Eptic & Breaux vs. Zombie Nation & W&W vs. Flosstradamus & Valentino Khan vs. Zomboy - Work vs. Lunatic vs. The End vs. Kernkraft 400 vs. M.F.U. (Middle Fingers Up) vs. Like A Bitch (Slushii Edit),track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - Ca$h,played,Zomboy: Barely Alive - Ca$h,set_artist,1
Ca$h,0.505628,0.356258,2,Zomboy - Ca$h,played,Zomboy: Barely Alive - Ca$h,track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - Heads Will Roll ,played,Zomboy: Yeah Yeah Yeahs - Heads Will Roll (A-Trak Remix / Kid Kamillion Trap Edit),set_artist,1
Heads Will Roll ,0.52554,0.325972,2,Zomboy - Heads Will Roll ,played,Zomboy: Yeah Yeah Yeahs - Heads Will Roll (A-Trak Remix / Kid Kamillion Trap Edit),track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - Prison Riot,played,Zomboy: Flosstradamus & GTA feat. Lil Jon - Prison Riot,set_artist,1
Prison Riot,0.521613,0.352933,2,Zomboy - Prison Riot,played,Zomboy: Flosstradamus & GTA feat. Lil Jon - Prison Riot,track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - Rhythm Of The Night,played,Zomboy: Corona - Rhythm Of The Night,set_artist,1
Rhythm Of The Night,0.554544,0.454135,2,Zomboy - Rhythm Of The Night,played,Zomboy: Corona - Rhythm Of The Night,track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - Ragga Bomb ,played,Zomboy: Skrillex feat. Ragga Twins - Ragga Bomb (Skrillex & Zomboy Remix),set_artist,1
Ragga Bomb ,0.476519,0.391805,2,Zomboy - Ragga Bomb ,played,Zomboy: Skrillex feat. Ragga Twins - Ragga Bomb (Skrillex & Zomboy Remix),track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - Get With The Program ,created,Valentino Khan: Zomboy feat. O.V - Get With The Program (Eptic & Trampa Remix),set_artist,1
Get With The Program ,0.459218,0.377358,2,Zomboy - Get With The Program ,created,Valentino Khan: Zomboy feat. O.V - Get With The Program (Eptic & Trampa Remix),track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - Pop That ,played,Zomboy: French Montana feat. Rick Ross & Drake & Lil Wayne - Pop That (Acappella),set_artist,1
Pop That ,0.531522,0.340817,2,Zomboy - Pop That ,played,Zomboy: French Montana feat. Rick Ross & Drake & Lil Wayne - Pop That (Acappella),track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - Lights Out,created & played,Zomboy: Zomboy - Lights Out,set_artist,1
Lights Out,0.520049,0.432571,2,Zomboy - Lights Out,created & played,Zomboy: Zomboy - Lights Out,track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - Jotaro,played,Zomboy: Phiso - Jotaro,set_artist,1
Jotaro,0.539964,0.361257,2,Zomboy - Jotaro,played,Zomboy: Phiso - Jotaro,track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - Tactics,played,Zomboy: MUST DIE! - Tactics,set_artist,1
Tactics,0.529715,0.329141,2,Zomboy - Tactics,played,Zomboy: MUST DIE! - Tactics,track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - Miles Away ,created & played,Zomboy: Zomboy feat. Nefera - Miles Away (Soltan Remix),set_artist,1
Miles Away ,0.543993,0.457874,2,Zomboy - Miles Away ,created & played,Zomboy: Zomboy feat. Nefera - Miles Away (Soltan Remix),track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - Like That,played,Zomboy: Wavedash - Like That,set_artist,1
Like That,0.468051,0.360763,2,Zomboy - Like That,played,Zomboy: Wavedash - Like That,track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - Leveled,played,Zomboy: JPhelpz - Leveled,set_artist,1
Leveled,0.600547,0.403443,2,Zomboy - Leveled,played,Zomboy: JPhelpz - Leveled,track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - Don't Let Me Down ,played,Zomboy: The Chainsmokers feat. Daya - Don't Let Me Down (Zomboy Remix),set_artist,1
Don't Let Me Down ,0.533192,0.307755,2,Zomboy - Don't Let Me Down ,played,Zomboy: The Chainsmokers feat. Daya - Don't Let Me Down (Zomboy Remix),track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - Get With The HartyHar ,created,Boombox Cartel: Dr. Ozi & MagMag vs. Zomboy & O.V. & Eptic & Trampa - Get With The HartyHar (Boombox Cartel Edit),set_artist,1
Get With The HartyHar ,0.463393,0.348371,2,Zomboy - Get With The HartyHar ,created,Boombox Cartel: Dr. Ozi & MagMag vs. Zomboy & O.V. & Eptic & Trampa - Get With The HartyHar (Boombox Cartel Edit),track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - Try It Out ,played,Zomboy: Skrillex feat. Alvin Risk - Try It Out (Try Harder Mix),set_artist,1
Try It Out ,0.474516,0.389563,2,Zomboy - Try It Out ,played,Zomboy: Skrillex feat. Alvin Risk - Try It Out (Try Harder Mix),track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - Dirt Heater Tea,played,Zomboy: heRobust - Dirt Heater Tea,set_artist,1
Dirt Heater Tea,0.578242,0.399238,2,Zomboy - Dirt Heater Tea,played,Zomboy: heRobust - Dirt Heater Tea,track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - Everytime We Touch vs. When We Were Young ,created,Slushii: Cascada vs. Dillon Francis & Sultan + Shepard ft. The Chain Gang Of 1974 & Zomboy - Everytime We Touch vs. When We Were Young (Party Favor Edit),set_artist,1
Everytime We Touch vs. When We Were Young ,0.457622,0.360879,2,Zomboy - Everytime We Touch vs. When We Were Young ,created,Slushii: Cascada vs. Dillon Francis & Sultan + Shepard ft. The Chain Gang Of 1974 & Zomboy - Everytime We Touch vs. When We Were Young (Party Favor Edit),track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - Like A Bitch vs. Propaganda ,created,Afrojack: Zomboy vs. DJ Snake - Like A Bitch vs. Propaganda (Afrojack Edit),set_artist,1
Like A Bitch vs. Propaganda ,0.559238,0.35273,2,Zomboy - Like A Bitch vs. Propaganda ,created,Afrojack: Zomboy vs. DJ Snake - Like A Bitch vs. Propaganda (Afrojack Edit),track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - ID,created & played,Zomboy: Zomboy - ID,set_artist,1
ID,0.509231,0.357649,2,Zomboy - ID,created & played,Zomboy: Zomboy - ID,track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - The Dopest ,played,Zomboy: Moksi - The Dopest (Cesqeaux Remix / Virtual Riot Edit),set_artist,1
The Dopest ,0.554729,0.381331,2,Zomboy - The Dopest ,played,Zomboy: Moksi - The Dopest (Cesqeaux Remix / Virtual Riot Edit),track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - Propaganda,played,Zomboy: DJ Snake - Propaganda,set_artist,1
Propaganda,0.491829,0.330953,2,Zomboy - Propaganda,played,Zomboy: DJ Snake - Propaganda,track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - Terror Squad ,created & played,Zomboy: Zomboy - Terror Squad (Bro Safari & Ricky Remedy Remix),set_artist,1
Terror Squad ,0.572184,0.370593,2,Zomboy - Terror Squad ,created & played,Zomboy: Zomboy - Terror Squad (Bro Safari & Ricky Remedy Remix),track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - Double Dribble,played,Zomboy: Wiwek feat. Fly Boi Keno - Double Dribble,set_artist,1
Double Dribble,0.471992,0.406606,2,Zomboy - Double Dribble,played,Zomboy: Wiwek feat. Fly Boi Keno - Double Dribble,track_basic,-1
Zomboy,0.523553,0.378194,1,Zomboy - Like A Bitch ,created,NGHTMRE: Zomboy - Like A Bitch (Acappella),set_artist,1
